sense_id,word_id,word,definition,current_pol,current_speech_pane,proposed_part_of_speech,proposed_domain,proposed_axis_values,proposed_example,confidence,conflict_reason,owner_user_id,owner_user_name,human_part_of_speech,human_domain,human_axis_values,human_example,human_note
9542,15560,عامامە,سەرو مێزەری مەلا,جلوبەرگ,ناو,ناو,,ڕەگەز=نێر,,HIGH,پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9544,15561,عامباز,ئامباز،دەباوەش گرتن,ئەنجامدانی کارێک,ناو | کار,,,ڕەگەز=دوولایەن,,LOW,"word carries several parts of speech (ناو / کار); a sense may only have one ; پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9546,15562,شازبەند,چووزەڵە، دووزەڵە,ئامێر,,,,,,LOW,word has no جۆری وشە at all ; پۆل «ئامێر» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9548,15563,عام فام,جارکێشان بە ناو خەڵکا، ڕاگەیاندنی حەبەر بە گشت مەردم .,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9550,15564,شازدە,ژمارەی دوای پازدە,مرۆڤ | ژمارەکان,ناو,ناو,کولتووری › مرۆڤ,,,HIGH,پۆل «ژمارەکان» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9551,15564,شازدە,شازادە,مرۆڤ | ژمارەکان,ناو,ناو,کولتووری › مرۆڤ,,,HIGH,پۆل «ژمارەکان» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9554,15565,عاملان,ڕاهاتن،فێربوون,سیفەت,ناو,ناو,,ڕەگەز=دوولایەن,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9556,15566,شازدەمین,شازدەهەم,ژمارەکان,ناو,ناو,,,,HIGH,پۆل «ژمارەکان» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9558,15567,شازدەهەم,ژمارەی دوای یازدەهەم,ژمارەکان,ناو,ناو,,,,HIGH,پۆل «ژمارەکان» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9560,15568,شازدەهەمین,شازدەهەم,ژمارەکان,ناو,ناو,,,,HIGH,پۆل «ژمارەکان» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9562,15569,عاملاندن,ڕاهێنان، فێرکردن,ئەنجامدانی کارێک,کار,کار,,ڕەگەز=دوولایەن,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9563,15569,عاملاندن,بەخێوکردن,ئەنجامدانی کارێک,کار,کار,,ڕەگەز=دوولایەن,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9566,15570,شاز و قاز,چیایەکە کە لە موکوریانی کوردستان,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9568,15571,عاملاو,ڕاهێندراو،فێرکراو,بەرهەمی کار,کار,کار,,ڕەگەز=دوولایەن,,HIGH,پۆل «بەرهەمی کار» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9578,15572,شازی,جۆرێ مەیمون,گیانلەبەر | ئاژەڵ,ناو,ناو,زیندەوەرزانی › ئاژەڵ,ڕەگەز=دوولایەن,,HIGH,پۆل «گیانلەبەر» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9576,15573,عامورە,گوندێکی کوردستانە بەعسی کاولی کرد .,گوند,ناو,ناو,,ڕەگەز=بێلایەن,,HIGH,پۆل «گوند» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9580,15574,عاموزا,ئامۆزا، پس مام، دوت مام .,خێزان و بنەماڵە,ناو,ناو,,ڕەگەز=دوولایەن,,HIGH,پۆل «خێزان و بنەماڵە» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9582,15575,شاژن,ژنی شا,مرۆڤ,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=مێ,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9583,15575,شاژن,پاڵشای مێچکە,مرۆڤ,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=مێ,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9584,15575,شاژن,سەرەژن,مرۆڤ,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=مێ,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9588,15576,عان,کات، وەخت، دەم .,کات,ئاوەڵکار,هاوەڵکار,,,,HIGH,پۆل «کات» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9593,15577,شاسوار,سواری چاک، سواری بێ وێنە,مرۆڤ | ناو تایبەت بە ڕەگەزی نێر,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=نێر,,HIGH,پۆل «ناو تایبەت بە ڕەگەزی نێر» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9594,15577,شاسوار,ناوی پیاوانە,مرۆڤ | ناو تایبەت بە ڕەگەزی نێر,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=نێر,,HIGH,پۆل «ناو تایبەت بە ڕەگەزی نێر» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9597,15578,عانە,دراوێکی هیندوستانە,خاوەندارییەتی,ناو,ناو,,,,HIGH,پۆل «خاوەندارییەتی» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9599,15579,عایل,زاڵم، ناهەق,سیفەت,ئاوەڵناو,هاوەڵناو,,ڕەگەز=دوولایەن,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9601,15580,شاسە,جەنگەی بارانی بەهار، شەستە باران,دۆخی کەشوھەوا | ڕووداوی سروشتی,ناو,ناو,,,,HIGH,پۆل «دۆخی کەشوھەوا» has no home among the deck's ten (see unmapped.csv) ; پۆل «ڕووداوی سروشتی» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9602,15580,شاسە,ژێهاتی,دۆخی کەشوھەوا | ڕووداوی سروشتی,ناو,ناو,,,,HIGH,پۆل «دۆخی کەشوھەوا» has no home among the deck's ten (see unmapped.csv) ; پۆل «ڕووداوی سروشتی» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9605,15581,شاسەلیم,بی بی جان خانم,مرۆڤ,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=مێ,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9607,15582,عایلەمەن,خەزایی،,خێزان و بنەماڵە,ناو,ناو,,ڕەگەز=دوولایەن,,HIGH,پۆل «خێزان و بنەماڵە» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9608,15582,عایلەمەن,خێزاندار,خێزان و بنەماڵە,ناو,ناو,,ڕەگەز=دوولایەن,,HIGH,پۆل «خێزان و بنەماڵە» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9611,15583,عاینەمەل,عایلەمەن، خەزایی,خێزان و بنەماڵە,ناو,ناو,,ڕەگەز=دوولایەن,,HIGH,پۆل «خێزان و بنەماڵە» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9613,15584,عایەت,عادەت,سیفەت,ئاوەڵناو,هاوەڵناو,,ڕەگەز=دوولایەن,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9615,15585,شاسەیوان,چادری گەورە، خێوەتی زل,کەرەستە | خێزان و بنەماڵە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,پۆل «خێزان و بنەماڵە» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9616,15585,شاسەیوان,هۆزێکی کۆچەرە لە ئێران,کەرەستە | خێزان و بنەماڵە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,پۆل «خێزان و بنەماڵە» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9619,15586,عایەر,حیلەباز,سیفەت,ئاوەڵناو,هاوەڵناو,,ڕەگەز=مێ,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9621,15587,عجول,توکە سەری قرژو شێواو,کەس,ناو,ناو,ناو › کەس,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9623,15588,عرک,جێگەی ریخۆلەلەزگدا،ورگ.,شوێن,ناو,ناو,ناو › شوێن,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9625,15589,عشتر,دەڤە،وشتر,ئاژەڵ,ناو,ناو,زیندەوەرزانی › ئاژەڵ,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9627,15590,عشک,وشک، پێچەوانەی تەڕ,گۆڕانی دۆخ,ناو,ناو,,ڕەگەز=بێلایەن,,HIGH,پۆل «گۆڕانی دۆخ» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9629,15591,علعول,نەرم و لوس لەناودەستا,سیفەت,ناو,ناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9649,15592,شاش,پێچی سەر، مێزەر,سیفەت | هەست | جلوبەرگ | باروودۆخ | زیندەوەر,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «هەست» has no home among the deck's ten (see unmapped.csv) ; پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv) ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv) ; پۆل «زیندەوەر» has no home among the deck's ten (see unmapped.csv)",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9650,15592,شاش,ئەسپێی ئارد و گەنم,سیفەت | هەست | جلوبەرگ | باروودۆخ | زیندەوەر,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «هەست» has no home among the deck's ten (see unmapped.csv) ; پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv) ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv) ; پۆل «زیندەوەر» has no home among the deck's ten (see unmapped.csv)",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9651,15592,شاش,قوماشی شل تەندراو، نەسفت,سیفەت | هەست | جلوبەرگ | باروودۆخ | زیندەوەر,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «هەست» has no home among the deck's ten (see unmapped.csv) ; پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv) ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv) ; پۆل «زیندەوەر» has no home among the deck's ten (see unmapped.csv)",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9652,15592,شاش,بیربڵاوی,سیفەت | هەست | جلوبەرگ | باروودۆخ | زیندەوەر,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «هەست» has no home among the deck's ten (see unmapped.csv) ; پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv) ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv) ; پۆل «زیندەوەر» has no home among the deck's ten (see unmapped.csv)",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9653,15592,شاش,سەهوکار,سیفەت | هەست | جلوبەرگ | باروودۆخ | زیندەوەر,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «هەست» has no home among the deck's ten (see unmapped.csv) ; پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv) ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv) ; پۆل «زیندەوەر» has no home among the deck's ten (see unmapped.csv)",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9654,15592,شاش,میز، گمێز,سیفەت | هەست | جلوبەرگ | باروودۆخ | زیندەوەر,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «هەست» has no home among the deck's ten (see unmapped.csv) ; پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv) ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv) ; پۆل «زیندەوەر» has no home among the deck's ten (see unmapped.csv)",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9655,15592,شاش,تێکەڵ و ئاڵۆزاو,سیفەت | هەست | جلوبەرگ | باروودۆخ | زیندەوەر,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «هەست» has no home among the deck's ten (see unmapped.csv) ; پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv) ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv) ; پۆل «زیندەوەر» has no home among the deck's ten (see unmapped.csv)",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9656,15592,شاش,خێل، خوێل,سیفەت | هەست | جلوبەرگ | باروودۆخ | زیندەوەر,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل «هەست» has no home among the deck's ten (see unmapped.csv) ; پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv) ; پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv) ; پۆل «زیندەوەر» has no home among the deck's ten (see unmapped.csv)",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9647,15593,شاشان,ناوە بۆ ژنان,مرۆڤ,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=مێ,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9665,15594,عنگرین,ڕق هەستان، توڕەبوون .,باروودۆخ,ئاوەڵناو,هاوەڵناو,,ڕەگەز=دوولایەن,,HIGH,پۆل «باروودۆخ» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9667,15595,عنە,کونی پاشەوە، قنگ,شوێن,ناو,ناو,ناو › شوێن,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9669,15596,شاشبەن,میزگیران,نەخۆشی,ناو,ناو,زانستیی پزیشکی › نەخۆشی,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9671,15597,شاشخاپێن,مەلا و شێخی خەڵک خەڵەتێن,مرۆڤ,ناو,ناو,کولتووری › مرۆڤ,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9673,15598,عنەب,گوندێکی کوردستانە، بەعسی کامولی کرد .,گوند,ناو,ناو,,ڕەگەز=بێلایەن,,HIGH,پۆل «گوند» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9675,15599,عوج,حوج,کەس,ئاوەڵناو,هاوەڵناو,ناو › کەس,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9677,15600,عودەت,ئەرک بەجێ هێنان، توانای پێکهێنان ( لەعودەی ئەم کارەم) .,ئەنجامدانی کارێک,کار,کار,,ڕەگەز=دوولایەن,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9679,15601,شاشک,مێزەر، پێچی سەر,جلوبەرگ | یاری,ناو,ناو,کولتووری › یاری,,,HIGH,پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9680,15601,شاشک,ناوی گەمەیەکە,جلوبەرگ | یاری,ناو,ناو,کولتووری › یاری,,,HIGH,پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9683,15602,عور,ورگ، عرک,شوێن,ناو,ناو,ناو › شوێن,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9685,15603,عورزە,شیاوی,کەس,ناو,ناو,ناو › کەس,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9687,15604,عوورگ,عور، ورگ,شوێن,ناو,ناو,ناو › شوێن,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9689,15605,شاش گەور,مێزەرسپی,مرۆڤ | کەلتووری,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=نێر,,HIGH,پۆل «کەلتووری» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9690,15605,شاش گەور,بریتیە لە پەیڕەوانی مەزەبی دورزی,مرۆڤ | کەلتووری,ناو,ناو,کولتووری › مرۆڤ,ڕەگەز=نێر,,HIGH,پۆل «کەلتووری» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9693,15606,شاشوبێش,خوار و خێچ,چەمک,ئاوەڵناو,هاوەڵناو,,,,HIGH,پۆل «چەمک» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9694,15606,شاشوبێش,قسە و کاری کە پیاو سەری لێ دەرناکا,چەمک,ئاوەڵناو,هاوەڵناو,,,,HIGH,پۆل «چەمک» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9697,15607,عورف,ڕێو شوێنی گشتی.,خاوەندارییەتی,ناو,ناو,,ڕەگەز=بێلایەن,,HIGH,پۆل «خاوەندارییەتی» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9698,15607,عورف,پیت،حەرف( بەهەرسێ عورفی کەلامەڵایە),خاوەندارییەتی,ناو,ناو,,ڕەگەز=بێلایەن,,HIGH,پۆل «خاوەندارییەتی» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9701,15608,شاشوپەر,جلکی زۆر جوان و ڕێک و پێک,جلوبەرگ,ناو,ناو,,,,HIGH,پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9703,15609,عورمەزن,ورگن، زگ زل,ئەندامی جەستە,ناو,ناو,زانستیی پزیشکی › ئەندامی جەستە,ڕەگەز=دوولایەن,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9705,15610,شەشو وێش,خوار و خێچ,چەمک,ئاوەڵناو,هاوەڵناو,,,,HIGH,پۆل «چەمک» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9706,15610,شەشو وێش,قسە و کارێ کە پیاو سەری لێ دەرناکا,چەمک,ئاوەڵناو,هاوەڵناو,,,,HIGH,پۆل «چەمک» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9709,15611,عورووس,لەبنەچەکەی ڕوس.,نەتەوە,ناو,ناو,,,,HIGH,پۆل «نەتەوە» has no home among the deck's ten (see unmapped.csv),432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9711,15612,شاشە,شاسە,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9712,15612,شاشە,زەوی تەخت دراو بۆ توتن چاندن ، شەستە,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9715,15613,عورووسی,جۆری پەنجەرەکەهەلدەدرێتەوە .,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9716,15613,عورووسی,زمانی ڕووسی,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9719,15614,عوروسیات,سەرزەمینێ کە عوڕووسی لێ دەژین .,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9721,15615,شاشەک,مەلێکە بۆری پنۆک پنۆک لە کۆتر گچکەترە گۆشتی دەخورێ، کۆرکۆر، قەتێ,باڵندە,ناو,ناو,زیندەوەرزانی › باڵندە,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9722,15615,شاشەک,روبابە,باڵندە,ناو,ناو,زیندەوەرزانی › باڵندە,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9725,15616,شاشیک,شاشک، مێزەر، پێچی سەر,جلوبەرگ,ناو,ناو,,,,HIGH,پۆل «جلوبەرگ» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9727,15617,عورە,خۆیانی وردکراوی ئامادەی شەن کردن .,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,432b11b0-059a-4486-9981-ae6a7fe0f1c4,sakar,,,,,
9729,15618,شاشین,میزکردن,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9731,15619,شاف,دەرمانێ کە قنگی ڕادەکەن,دەرمان,ناو,ناو,,,,HIGH,پۆل «دەرمان» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9733,15620,شاف پێ هەڵگرتن,بریتیە لە خاپاندن,ئەنجامدانی کارێک | دەرمان,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل «دەرمان» has no home among the deck's ten (see unmapped.csv) ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9736,15622,شافر,بیابانی چۆڵ و هۆڵ,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9737,15622,شافر,دەشتی پان و بەرینی بێ داروبار,شوێن,ناو,ناو,ناو › شوێن,,,HIGH,,a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9740,15623,شافعی,سوننی پەیڕەوی ئیمامی شافعی,نەتەوە,ناو,ناو,,,,HIGH,پۆل «نەتەوە» has no home among the deck's ten (see unmapped.csv),a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9742,15624,ساردوگەرم,ئاوی نیوەگەرم،شلەتێن,,ئاوەڵناو,هاوەڵناو,,ڕەگەز=بێلایەن,,HIGH,,28902dbf-4614-41c6-af7d-b36d8dc5fce6,parzhin,,,,,
9743,15624,ساردوگەرم,دەفرێک کە تا ماوەیەکی زۆر ئاو بە گەرمی یان ساردی ڕاگرێت,,ئاوەڵناو,هاوەڵناو,,ڕەگەز=بێلایەن,,HIGH,,28902dbf-4614-41c6-af7d-b36d8dc5fce6,parzhin,,,,,
9744,15626,شاف هەڵگرتن,خۆ دەرمان کردن بە شاف,ئەنجامدانی کارێک | دەرمان,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل «دەرمان» has no home among the deck's ten (see unmapped.csv) ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",a09069b2-3fc6-4c25-8516-d6e452cd7199,Glena,,,,,
9746,15627,ساردە,مەرەزەی کەوتبێتە پایزەوە,,ناو,ناو,,ڕەگەز=بێلایەن,,HIGH,,28902dbf-4614-41c6-af7d-b36d8dc5fce6,parzhin,,,,,
9751,15628,ساردەستدان,جۆرە نەخۆشێکی وەڵاخی بەرزە,,ناو,ناو,,ڕەگەز=بێلایەن,,HIGH,,28902dbf-4614-41c6-af7d-b36d8dc5fce6,parzhin,,,,,
